5,Seyton,Macbeth
11,Siward,Macbeth
14,Son,Macbeth
1,Third Apparition,Macbeth
6,Third Murderer,Macbeth
13,Third Witch,Macbeth
4,Young Siward,Macbeth
13,Abhorson,Measure for Measure
83,Angelo,Measure for Measure
7,Barnardine,Measure for Measure
35,Claudio,Measure for Measure
28,Elbow,Measure for Measure
78,Escalus,Measure for Measure
12,First Gentleman,Measure for Measure
2,Francisca,Measure for Measure
7,Friar Peter,Measure for Measure
3,Friar Thomas,Measure for Measure
8,Froth,Measure for Measure
129,Isabella,Measure for Measure
7,Juliet,Measure for Measure
3,Justice,Measure for Measure
111,Lucio,Measure for Measure
24,Mariana,Measure for Measure
1,Messenger,Measure for Measure
15,Mistress Overdone,Measure for Measure
60,Pompey,Measure for Measure
65,Provost,Measure for Measure
9,Second Gentleman,Measure for Measure
3,Servant,Measure for Measure
194,Vincentio,Measure for Measure
47,Antonio,The Merchant of Venice
1,Balthasar,The Merchant of Venice
73,Bassanio,The Merchant of Venice
1,Clerk,The Merchant of Venice
18,Duke,The Merchant of Venice
48,Gratiano,The Merchant of Venice
26,Jessica,The Merchant of Venice
44,Launcelot Gobbo,The Merchant of Venice
2,Leonardo,The Merchant of Venice
47,Lorenzo,The Merchant of Venice
36,Nerissa,The Merchant of Venice
19,Old Gobbo,The Merchant of Venice
117,Portia,The Merchant of Venice
4,Prince of Arragon,The Merchant of Venice
7,Prince of Morocco,The Merchant of Venice
18,Salanio,The Merchant of Venice
27,Salarino,The Merchant of Venice
6,Salerio,The Merchant of Venice
4,Servant,The Merchant of Venice
79,Shylock,The Merchant of Venice
3,Stephano,The Merchant of Venice
8,Tubal,The Merchant of Venice
59,Bottom,A Midsummer Night's Dream
4,Cobweb,A Midsummer Night's Dream
48,Demetrius,A Midsummer Night's Dream
7,Egeus,A Midsummer Night's Dream
4,Fairy,A Midsummer Night's Dream
18,Flute,A Midsummer Night's Dream
36,Helena,A Midsummer Night's Dream
48,Hermia,A Midsummer Night's Dream
14,Hippolyta,A Midsummer Night's Dream
50,Lysander,A Midsummer Night's Dream
2,Moth,A Midsummer Night's Dream
5,Mustardseed,A Midsummer Night's Dream
29,Oberon,A Midsummer Night's Dream
4,Peaseblossom,A Midsummer Night's Dream
6,Philostrate,A Midsummer Night's Dream
33,Puck,A Midsummer Night's Dream
40,Quince,A Midsummer Night's Dream
9,Snout,A Midsummer Night's Dream
4,Snug,A Midsummer Night's Dream
7,Starveling,A Midsummer Night's Dream
48,Theseus,A Midsummer Night's Dream
23,Titania,A Midsummer Night's Dream
15,Bianca,Othello
30,Brabantio,Othello
110,Cassio,Othello
14,Clown,Othello
165,Desdemona,Othello
25,Duke of Venice,Othello
103,Emilia,Othello
1,First Gentleman,Othello
5,First Musician,Othello
3,First Officer,Othello
8,First Senator,Othello
1,Fourth Gentleman,Othello
1,Gentleman,Othello
20,Gratiano,Othello
1,Herald,Othello
272,Iago,Othello
33,Lodovico,Othello
2,Messenger,Othello
24,Montano,Othello
274,Othello,Othello
59,Roderigo,Othello
2,Sailor,Othello
5,Second Gentleman,Othello
1,Second Senator,Othello
4,Third Gentleman,Othello
12,Antiochus,"Pericles, Prince of Tyre"
43,Bawd,"Pericles, Prince of Tyre"
38,Boult,"Pericles, Prince of Tyre"
23,Cerimon,"Pericles, Prince of Tyre"
19,Cleon,"Pericles, Prince of Tyre"
1,Daughter of Antiochus,"Pericles, Prince of Tyre"
1,Diana,"Pericles, Prince of Tyre"
19,Dionyza,"Pericles, Prince of Tyre"
2,Escanes,"Pericles, Prince of Tyre"
15,First Fisherman,"Pericles, Prince of Tyre"
10,First Gentleman,"Pericles, Prince of Tyre"
2,First Knight,"Pericles, Prince of Tyre"
9,First Lord,"Pericles, Prince of Tyre"
2,First Pirate,"Pericles, Prince of Tyre"
4,First Sailor,"Pericles, Prince of Tyre"
3,First Servant,"Pericles, Prince of Tyre"
8,Gower,"Pericles, Prince of Tyre"
37,Helicanus,"Pericles, Prince of Tyre"
3,Knights,"Pericles, Prince of Tyre"
12,Leonine,"Pericles, Prince of Tyre"
4,Lord,"Pericles, Prince of Tyre"
4,Lychorida,"Pericles, Prince of Tyre"
40,Lysimachus,"Pericles, Prince of Tyre"
63,Marina,"Pericles, Prince of Tyre"
1,Marshal,"Pericles, Prince of Tyre"
1,Messenger,"Pericles, Prince of Tyre"
10,Pandar,"Pericles, Prince of Tyre"
121,Pericles,"Pericles, Prince of Tyre"
1,Philemon,"Pericles, Prince of Tyre"
12,Second Fisherman,"Pericles, Prince of Tyre"
10,Second Gentleman,"Pericles, Prince of Tyre"
1,Second Knight,"Pericles, Prince of Tyre"
4,Second Lord,"Pericles, Prince of Tyre"
1,Second Pirate,"Pericles, Prince of Tyre"
4,Second Sailor,"Pericles, Prince of Tyre"
1,Servant,"Pericles, Prince of Tyre"
42,Simonides,"Pericles, Prince of Tyre"
32,Thaisa,"Pericles, Prince of Tyre"
8,Thaliard,"Pericles, Prince of Tyre"
6,Third Fisherman,"Pericles, Prince of Tyre"
1,Third Knight,"Pericles, Prince of Tyre"
2,Third Lord,"Pericles, Prince of Tyre"
1,Third Pirate,"Pericles, Prince of Tyre"
3,Tyrian Sailor,"Pericles, Prince of Tyre"
2,Abbot,Richard II
6,Bagot,Richard II
6,Bishop of Carlisle,Richard II
13,Bushy,Richard II
2,Captain,Richard II
4,Duchess of Gloucester,Richard II
28,Duchess of York,Richard II
38,Duke of Aumerle,Richard II
3,Duke of Surrey,Richard II
3,Earl of Salisbury,Richard II
54,Edmund of Langley,Richard II
1,First Herald,Richard II
6,Gardener,Richard II
10,Green,Richard II
4,Groom,Richard II
28,John of Gaunt,Richard II
4,Keeper,Richard II
98,King Richard II,Richard II
6,Lady,Richard II
1,Lord,Richard II
2,Lord Berkeley,Richard II
6,Lord Fitzwater,Richard II
10,Lord Marshal,Richard II
11,Lord Ross,Richard II
8,Lord Willoughby,Richard II
25,Queen,Richard II
1,Second Herald,Richard II
8,Servant,Richard II
6,Sir Pierce of Exton,Richard II
6,Sir Stephen Scroop,Richard II
13,Thomas Mowbray,Richard II
1,Another,Richard III
3,Blunt,Richard III
7,Boy,Richard III
2,Cardinal Bourchier,Richard III
3,Children,Richard III
2,Christopher Urswick,Richard III
43,Duchess of York,Richard III
6,Duke of York,Richard III
1,Earl of Surrey,Richard III
7,First Citizen,Richard III
33,First Murderer,Richard III
1,Fourth Messenger,Richard III
1,Gentleman,Richard III
1,Gentlemen,Richard III
3,Girl,Richard III
6,John Morton,Richard III
51,Lady Anne,Richard III
6,Lord Grey,Richard III
2,Lord Lovel,Richard III
10,Marquis of Dorset,Richard III
13,Messenger,Richard III
3,Page,Richard III
1,Priest,Richard III
1,Princes,Richard III
3,Pursuivant,Richard III
14,Richmond (Henry VII),Richard III
1,Scrivener,Richard III
6,Second Citizen,Richard III
1,Second Messenger,Richard III
30,Second Murderer,Richard III
2,Sheriff of Wiltshire,Richard III
10,Sir James Tyrrel,Richard III
18,Sir Richard Ratcliff,Richard III
16,Sir Robert Brakenbury,Richard III
2,Sir Thomas Vaughan,Richard III
1,Sir Walter Herbert,Richard III
31,Sir William Catesby,Richard III
9,Third Citizen,Richard III
3,Third Messenger,Richard III
5,Thomas Rotherham,Richard III
5,Abraham,Romeo and Juliet
4,Apothecary,Romeo and Juliet
12,Balthasar,Romeo and Juliet
64,Benvolio,Romeo and Juliet
51,Capulet,Romeo and Juliet
2,Chorus,Romeo and Juliet
3,First Citizen,Romeo and Juliet
10,First Musician,Romeo and Juliet
4,First Servant,Romeo and Juliet
6,First Watchman,Romeo and Juliet
4,Friar John,Romeo and Juliet
55,Friar Laurence,Romeo and Juliet
15,Gregory,Romeo and Juliet
118,Juliet,Romeo and Juliet
45,Lady Capulet,Romeo and Juliet
2,Lady Montague,Romeo and Juliet
62,Mercutio,Romeo and Juliet
10,Montague,Romeo and Juliet
90,Nurse,Romeo and Juliet
4,Page,Romeo and Juliet
23,Paris,Romeo and Juliet
13,Peter,Romeo and Juliet
16,Prince Escalus,Romeo and Juliet
163,Romeo and Juliet,Romeo and Juliet
20,Sampson,Romeo and Juliet
2,Second Capulet,Romeo and Juliet
3,Second Musician,Romeo and Juliet
6,Second Servant,Romeo and Juliet
1,Second Watchman,Romeo and Juliet
10,Servant,Romeo and Juliet
1,Third Musician,Romeo and Juliet
1,Third Watchman,Romeo and Juliet
17,Tybalt,Romeo and Juliet
68,Baptista Minola,The Taming of the Shrew
29,Bianca,The Taming of the Shrew
39,Biondello,The Taming of the Shrew
24,Christopher Sly,The Taming of the Shrew
20,Curtis,The Taming of the Shrew
4,First Huntsman,The Taming of the Shrew
6,First Servant,The Taming of the Shrew
58,Gremio,The Taming of the Shrew
63,Grumio,The Taming of the Shrew
1,Haberdasher,The Taming of the Shrew
70,Hortensio,The Taming of the Shrew
3,Hostess,The Taming of the Shrew
1,Joseph,The Taming of the Shrew
82,Katherina,The Taming of the Shrew
17,Lord,The Taming of the Shrew
61,Lucentio,The Taming of the Shrew
1,Messenger,The Taming of the Shrew
4,Nathaniel,The Taming of the Shrew
1,Nicholas,The Taming of the Shrew
8,Page,The Taming of the Shrew
20,Pedant,The Taming of the Shrew
2,Peter,The Taming of the Shrew
158,Petruchio,The Taming of the Shrew
1,Philip,The Taming of the Shrew
3,Player,The Taming of the Shrew
2,Second Huntsman,The Taming of the Shrew
4,Second Servant,The Taming of the Shrew
2,Servant,The Taming of the Shrew
1,Servants,The Taming of the Shrew
12,Tailor,The Taming of the Shrew
4,Third Servant,The Taming of the Shrew
90,Tranio,The Taming of the Shrew
23,Vincentio,The Taming of the Shrew
8,Widow,The Taming of the Shrew
9,Adrian,The Tempest
40,Alonso,The Tempest
57,Antonio,The Tempest
45,Ariel,The Tempest
12,Boatswain,The Tempest
50,Caliban,The Tempest
4,Ceres,The Tempest
31,Ferdinand,The Tempest
2,Francisco,The Tempest
52,Gonzalo,The Tempest
4,Iris,The Tempest
2,Juno,The Tempest
1,Mariners,The Tempest
2,Master,The Tempest
49,Miranda,The Tempest
115,Prospero,The Tempest
67,Sebastian,The Tempest
60,Stephano,The Tempest
39,Trinculo,The Tempest
39,Alcibiades,Timon of Athens
100,Apemantus,Timon of Athens
4,Banditti,Timon of Athens
14,Caphis,Timon of Athens
1,Cupid,Timon of Athens
5,First Bandit,Timon of Athens
1,First Lady,Timon of Athens
28,First Lord,Timon of Athens
27,First Senator,Timon of Athens
7,First Servant,Timon of Athens
4,First Stranger,Timon of Athens
10,Flaminius,Timon of Athens
41,Flavius,Timon of Athens
9,Fool,Timon of Athens
3,Fourth Lord,Timon of Athens
6,Hortensius,Timon of Athens
4,Jeweller,Timon of Athens
13,Lucilius,Timon of Athens
6,Lucullus,Timon of Athens
8,The Merchant of Venice,Timon of Athens
6,Messenger,Timon of Athens
10,Old Athenian,Timon of Athens
4,Page,Timon of Athens
30,Painter,Timon of Athens
6,Philotus,Timon of Athens
4,Phrynia,Timon of Athens
30,Poet,Timon of Athens
4,Second Bandit,Timon of Athens
29,Second Lord,Timon of Athens
14,Second Senator,Timon of Athens
5,Second Servant,Timon of Athens
3,Second Stranger,Timon of Athens
2,Sempronius,Timon of Athens
4,Senator,Timon of Athens
9,Servant,Timon of Athens
8,Servilius,Timon of Athens
2,Soldier,Timon of Athens
3,Third Bandit,Timon of Athens
11,Third Lord,Timon of Athens
2,Third Senator,Timon of Athens
2,Third Servant,Timon of Athens
1,Third Stranger,Timon of Athens
3,Timandra,Timon of Athens
210,Timon of Athens,Timon of Athens
12,Titus Andronicus,Timon of Athens
2,Ventidius,Timon of Athens
57,Aaron,Titus Andronicus
5,Aemilius,Titus Andronicus
14,Bassianus,Titus Andronicus
1,Captain,Titus Andronicus
30,Chiron,Titus Andronicus
12,Clown,Titus Andronicus
39,Demetrius,Titus Andronicus
4,First Goth,Titus Andronicus
15,Lavinia,Titus Andronicus
51,Lucius,Titus Andronicus
63,Marcus Andronicus,Titus Andronicus
10,Martius,Titus Andronicus
1,Messenger,Titus Andronicus
3,Mutius,Titus Andronicus
10,Nurse,Titus Andronicus
5,Publius,Titus Andronicus
11,Quintus,Titus Andronicus
49,Saturninus,Titus Andronicus
1,Second Goth,Titus Andronicus
49,Tamora,Titus Andronicus
1,Third Goth,Titus Andronicus
117,Titus Andronicus,Titus Andronicus
1,Tribunes,Titus Andronicus
11,Young Lucius,Titus Andronicus
74,Achilles,Troilus and Cressida
44,Aeneas,Troilus and Cressida
52,Agamemnon,Troilus and Cressida
55,Ajax,Troilus and Cressida
8,Alexander,Troilus and Cressida
6,Andromache,Troilus and Cressida
3,Boy,Troilus and Cressida
4,Calchas,Troilus and Cressida
13,Cassandra,Troilus and Cressida
1,Chorus,Troilus and Cressida
152,Cressida,Troilus and Cressida
2,Deiphobus,Troilus and Cressida
54,Diomedes,Troilus and Cressida
57,Hector,Troilus and Cressida
17,Helen,Troilus and Cressida
1,Helenus,Troilus and Cressida
3,Margarelon,Troilus and Cressida
11,Menelaus,Troilus and Cressida
1,Myrmidons,Troilus and Cressida
38,Nestor,Troilus and Cressida
153,Pandarus,Troilus and Cressida
27,Paris,Troilus and Cressida
37,Patroclus,Troilus and Cressida
6,Priam,Troilus and Cressida
15,Servant,Troilus and Cressida
90,Thersites,Troilus and Cressida
131,Troilus and Cressida,Troilus and Cressida
80,Ulysses,Troilus and Cressida
19,Anne Page,The Merry Wives of Windsor
14,Bardolph,The Merry Wives of Windsor
49,Doctor Caius,The Merry Wives of Windsor
20,Fenton,The Merry Wives of Windsor
2,First Servant,The Merry Wives of Windsor
99,Ford,The Merry Wives of Windsor
46,Host,The Merry Wives of Windsor
85,Mistress Ford,The Merry Wives of Windsor
101,Mistress Page,The Merry Wives of Windsor
75,Page,The Merry Wives of Windsor
6,Robin,The Merry Wives of Windsor
9,Rugby,The Merry Wives of Windsor
1,Second Servant,The Merry Wives of Windsor
1,Servant,The Merry Wives of Windsor
25,Simple,The Merry Wives of Windsor
87,Sir Hugh Evans,The Merry Wives of Windsor
56,Slender,The Merry Wives of Windsor
11,William Page,The Merry Wives of Windsor
19,Antigonus,The Winter's Tale
7,Archidamus,The Winter's Tale
67,Autolycus,The Winter's Tale
72,Camillo,The Winter's Tale
7,Cleomenes,The Winter's Tale
64,Clown,The Winter's Tale
4,Dion,The Winter's Tale
11,Dorcas,The Winter's Tale
4,Emilia,The Winter's Tale
6,First Gentleman,The Winter's Tale
4,First Lady,The Winter's Tale
14,First Lord,The Winter's Tale
2,First Servant,The Winter's Tale
45,Florizel,The Winter's Tale
6,Gaoler,The Winter's Tale
5,Gentleman,The Winter's Tale
35,Hermione,The Winter's Tale
125,Leontes,The Winter's Tale
4,Lord,The Winter's Tale
13,Mamillius,The Winter's Tale
3,Mariner,The Winter's Tale
13,Mopsa,The Winter's Tale
5,Officer,The Winter's Tale
42,Old Shepherd,The Winter's Tale
59,Paulina,The Winter's Tale
25,Perdita,The Winter's Tale
57,Polixenes,The Winter's Tale
4,Second Gentleman,The Winter's Tale
3,Second Lady,The Winter's Tale
1,Second Servant,The Winter's Tale
10,Servant,The Winter's Tale
6,Third Gentleman,The Winter's Tale
1,Time,The Winter's Tale
